Year,CA,ODS,Indicador,Descripción,Value
2013,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2.686673088
2014,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2.699949058
2015,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,3.397333608
2016,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,3.567306683
2017,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2.873407427
2018,GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2.657004831
2010,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.360729351
2011,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.620820598
2012,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.564796814
2013,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.571450297
2014,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.579215487
2015,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2.110464817
2016,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2.308257266
2017,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.463811331
2018,GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,1.690821256
2010,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,354.902137639
2010,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,352.701361955
2011,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,349.466797948
2011,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,349.719354998
2012,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,371.942914518
2012,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,375.124695064
2013,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,372.798494859
2013,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,372.507927053
2014,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,349.939328274
2014,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,362.789176339
2015,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,349.456348231
2015,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,372.317978489
2016,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,367.528484287
2016,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,367.491624545
2017,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,357.954263825
2017,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,363.095903038
2018,GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,357.613798587
2010,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,48.344908451
2010,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,48.74176964
2011,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,49.284704315
2011,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,49.356863472
2012,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,51.812403665
2012,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,51.848560262
2013,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,45.038009901
2013,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,45.001688925
2014,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,39.571691201
2014,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,40.338301455
2015,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,45.943436731
2015,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,46.714053481
2016,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,45.632360199
2016,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,45.558640716
2017,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,43.426506741
2017,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,43.759418632
2018,GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,44.312691992
2010,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,19.049337061
2010,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,14.395237666
2011,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,15.261661732
2011,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,15.117343417
2012,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,14.101072875
2012,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,14.101072875
2013,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,13.729328825
2013,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,13.729328825
2014,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,19.67632985
2014,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,16.536878334
2015,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,29.833877046
2015,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,22.604758008
2016,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,24.290569767
2016,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,24.253710025
2017,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,22.009175052
2017,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,22.046165262
2018,GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,19.636895281
2010,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,285.343194733
2010,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,285.667899342
2011,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,291.595153935
2011,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,291.847710985
2012,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,297.351854671
2012,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,297.424167865
2013,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,299.611728769
2013,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,299.757012672
2014,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,290.910338725
2014,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,298.649451764
2015,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,292.247228532
2015,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,303.366127357
2016,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,309.8798483
2016,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,310.10100675
2017,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,312.123393423
2017,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,312.493295524
2018,GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,303.630861937
2010,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,9.921529719
2010,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,10.318390908
2011,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,11.04035104
2011,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,11.401146825
2012,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.003990242
2012,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.690965587
2013,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.022242966
2013,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.094884917
2014,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,13.543447819
2014,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,13.72597407
2015,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,11.302379004
2015,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,11.669339361
2016,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.458592688
2016,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.569171913
2017,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,11.947837885
2017,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,12.280749777
2018,GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,10.151904353
2010,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,8.586632994
2010,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,8.622711283
2011,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,7.03551782
2011,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,7.251995291
2012,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.821212135
2012,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.857368733
2013,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,4.939652699
2013,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.193899529
2014,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.548798028
2014,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.87734528
2015,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.357621216
2015,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.541101395
2016,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.860698927
2016,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.897558669
2017,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,4.845717532
2017,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.030668583
2018,GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,6.002220822
2010,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.100142202
2011,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.039698293
2012,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.118149775
2013,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.078001599
2014,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.038504486
2015,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.095178269
2016,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.03762298
2017,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.074108384
2018,GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.036315436
2010,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,6.215702641
2011,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,5.592514073
2012,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,6.016055348
2013,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,5.638769934
2014,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,5.076242396
2015,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,4.668552551
2016,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,4.5428622
2017,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,4.617812677
2018,GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,4.489294759
2015,GALICIA,Salud y bienestar,3.8.1.1,,"46419,000"
2016,GALICIA,Salud y bienestar,3.8.1.1,,"-132877,000"
2017,GALICIA,Salud y bienestar,3.8.1.1,,0.0935
2018,GALICIA,Salud y bienestar,3.8.1.1,,"0,000"
2010,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.793722378
2010,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.901957247
2011,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.5051141
2011,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.577273257
2012,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.759288539
2012,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.048541316
2013,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.234913175
2013,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.234913175
2014,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.04429401
2014,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.153809761
2015,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.210969179
2015,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.467841429
2016,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.179511734
2016,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.474389667
2017,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,0.998735675
2017,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.146696515
2018,GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.296776103
2011,GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,20.283291446
2012,GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,20.283291446
2014,GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,19.137453751
2017,GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,17.833495015
2010,GALICIA,Salud y bienestar,3.c.1.1,,44.951801299
2011,GALICIA,Salud y bienestar,3.c.1.1,,45.75535478
2012,GALICIA,Salud y bienestar,3.c.1.1,,46.792687828
2013,GALICIA,Salud y bienestar,3.c.1.1,,47.327740783
2014,GALICIA,Salud y bienestar,3.c.1.1,,47.801259098
2015,GALICIA,Salud y bienestar,3.c.1.1,,48.873167256
2016,GALICIA,Salud y bienestar,3.c.1.1,,50.030828791
2017,GALICIA,Salud y bienestar,3.c.1.1,,51.021974741
2018,GALICIA,Salud y bienestar,3.c.1.1,,52.291459062
2010,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,50.645143262
2011,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.632156241
2012,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.448784744
2013,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.175258242
2014,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.026527651
2015,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.553213813
2016,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,52.436618331
2017,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,52.882767469
2018,GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,53.746776915
2010,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.98540067
2011,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.194271399
2012,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.625705565
2013,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.941547583
2014,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.211144656
2015,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.426192106
2016,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.649082387
2017,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.931490273
2018,GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,8.250504269
2010,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.376921593
2011,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.797045798
2012,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,16.875635869
2013,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,17.19188738
2014,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,17.563452222
2015,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,17.958885365
2016,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,18.386578646
2017,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,18.596829106
2018,GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,18.985787877
2011,GALICIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,41.341877856
2016,GALICIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,45.590735766
2010,GALICIA,Educación de calidad,4.3.1.2,,10.787819928
2011,GALICIA,Educación de calidad,4.3.1.2,,10.966530564
2012,GALICIA,Educación de calidad,4.3.1.2,,10.539562339
2013,GALICIA,Educación de calidad,4.3.1.2,,10.403694868
2014,GALICIA,Educación de calidad,4.3.1.2,,9.983959282
2015,GALICIA,Educación de calidad,4.3.1.2,,10.051362467
2016,GALICIA,Educación de calidad,4.3.1.2,,9.249358283
2017,GALICIA,Educación de calidad,4.3.1.2,,9.375842432
2018,GALICIA,Educación de calidad,4.3.1.2,,10.446532426
2010,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,69.244162887
2011,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,71.159930944
2012,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,70.656625214
2013,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,72.865958659
2014,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,74.618093718
2015,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,75.40713315
2016,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,75.551018732
2017,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,75.904698443
2018,GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,78.775708874
2010,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.968602222
2011,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.179987136
2012,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.521911252
2013,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.546321357
2014,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.336011002
2015,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.431823521
2016,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,17.678464311
2017,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,17.796577474
2018,GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.288395668
2011,GALICIA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,101.449611647
2016,GALICIA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,103.054720492
2016,GALICIA,Educación de calidad,4.5.1.2,Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses,58.674297294
2016,GALICIA,Educación de calidad,4.5.1.2_4.5.1.6,Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,76.999243286
2010,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,75.866106378
2011,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,79.140226354
2012,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,70.369035909
2013,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,73.18459622
2014,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,72.397441723
2015,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,72.839503649
2016,GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,77.857302895
