CA,ODS,Indicador,Descripción,Year,Value
GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2014,2.70
GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2015,3.40
GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2016,3.57
GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2017,2.87
GALICIA,Salud y bienestar,3.2.1.1,Tasa de mortalidad de niños menores de 5 años,2018,2.66
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2010,1.36
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2011,1.62
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2012,1.56
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2013,1.57
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2014,1.58
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2015,2.11
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2016,2.31
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2017,1.46
GALICIA,Salud y bienestar,3.2.2.1,Tasa de mortalidad neonatal,2018,1.69
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2010,354.90
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2010,352.70
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2011,349.47
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2011,349.72
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2012,371.94
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2012,375.12
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2013,372.80
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2013,372.51
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2014,349.94
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2014,362.79
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2015,349.46
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2015,372.32
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2016,367.53
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2016,367.49
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2017,357.95
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2017,363.10
GALICIA,Salud y bienestar,3.4.1.1,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,2018,357.61
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2010,48.34
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2010,48.74
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2011,49.28
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2011,49.36
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2012,51.81
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2012,51.85
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2013,45.04
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2013,45.00
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2014,39.57
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2014,40.34
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2015,45.94
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2015,46.71
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2016,45.63
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2016,45.56
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2017,43.43
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2017,43.76
GALICIA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,2018,44.31
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2010,19.05
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2010,14.40
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2011,15.26
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2011,15.12
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2012,14.10
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2012,14.10
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2013,13.73
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2013,13.73
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2014,19.68
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2014,16.54
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2015,29.83
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2015,22.60
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2016,24.29
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2016,24.25
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2017,22.01
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2017,22.05
GALICIA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,2018,19.64
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2010,285.34
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2010,285.67
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2011,291.60
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2011,291.85
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2012,297.35
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2012,297.42
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2013,299.61
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2013,299.76
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2014,290.91
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2014,298.65
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2015,292.25
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2015,303.37
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2016,309.88
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2016,310.10
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2017,312.12
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2017,312.49
GALICIA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,2018,303.63
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2010,9.92
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2010,10.32
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2011,11.04
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2011,11.40
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2012,12.00
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2012,12.69
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2013,12.02
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2013,12.09
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2014,13.54
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2014,13.73
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2015,11.30
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2015,11.67
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2016,12.46
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2016,12.57
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2017,11.95
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2017,12.28
GALICIA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,2018,10.15
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2010,8.59
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2010,8.62
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2011,7.04
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2011,7.25
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2012,5.82
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2012,5.86
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2013,4.94
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2013,5.19
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2014,5.55
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2014,5.88
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2015,5.36
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2015,5.54
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2016,5.86
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2016,5.90
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2017,4.85
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2017,5.03
GALICIA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,2018,6.00
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2010,0.10
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2011,0.04
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2012,0.12
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2013,0.08
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2014,0.04
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2015,0.10
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2016,0.04
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2017,0.07
GALICIA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,2018,0.04
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2010,6.22
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2011,5.59
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2012,6.02
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2013,5.64
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2014,5.08
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2015,4.67
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2016,4.54
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2017,4.62
GALICIA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,2018,4.49
GALICIA,Salud y bienestar,3.8.1.1,,2015,2.20
GALICIA,Salud y bienestar,3.8.1.1,,2016,3.15
GALICIA,Salud y bienestar,3.8.1.1,,2017,0.09
GALICIA,Salud y bienestar,3.8.1.1,,2018,0.00
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2010,0.79
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2010,0.90
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2011,0.51
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2011,0.58
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2012,0.76
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2012,1.05
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2013,1.23
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2013,1.23
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2014,2.04
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2014,2.15
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2015,1.21
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2015,1.47
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2016,1.18
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2016,1.47
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2017,1.00
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2017,1.15
GALICIA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2018,1.30
GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2011,20.28
GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2012,20.28
GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2014,19.14
GALICIA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,2017,17.83
GALICIA,Salud y bienestar,3.c.1.1,,2010,44.95
GALICIA,Salud y bienestar,3.c.1.1,,2011,45.76
GALICIA,Salud y bienestar,3.c.1.1,,2012,46.79
GALICIA,Salud y bienestar,3.c.1.1,,2013,47.33
GALICIA,Salud y bienestar,3.c.1.1,,2014,47.80
GALICIA,Salud y bienestar,3.c.1.1,,2015,48.87
GALICIA,Salud y bienestar,3.c.1.1,,2016,50.03
GALICIA,Salud y bienestar,3.c.1.1,,2017,51.02
GALICIA,Salud y bienestar,3.c.1.1,,2018,52.29
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2010,50.65
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2011,51.63
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2012,51.45
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2013,51.18
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2014,51.03
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2015,51.55
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2016,52.44
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2017,52.88
GALICIA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,2018,53.75
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2010,5.99
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2011,6.19
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2012,6.63
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2013,6.94
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2014,7.21
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2015,7.43
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2016,7.65
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2017,7.93
GALICIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,2018,8.25
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2010,16.38
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2011,16.80
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2012,16.88
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2013,17.19
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2014,17.56
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2015,17.96
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2016,18.39
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2017,18.60
GALICIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,2018,18.99
GALICIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,2011,41.34
GALICIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,2016,45.59
GALICIA,Educación de calidad,4.3.1.2,,2010,10.79
GALICIA,Educación de calidad,4.3.1.2,,2011,10.97
GALICIA,Educación de calidad,4.3.1.2,,2012,10.54
GALICIA,Educación de calidad,4.3.1.2,,2013,10.40
GALICIA,Educación de calidad,4.3.1.2,,2014,9.98
GALICIA,Educación de calidad,4.3.1.2,,2015,10.05
GALICIA,Educación de calidad,4.3.1.2,,2016,9.25
GALICIA,Educación de calidad,4.3.1.2,,2017,9.38
GALICIA,Educación de calidad,4.3.1.2,,2018,10.45
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2010,69.24
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2011,71.16
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2012,70.66
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2013,72.87
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2014,74.62
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2015,75.41
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2016,75.55
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2017,75.90
GALICIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,2018,78.78
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2010,18.97
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2011,19.18
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2012,18.52
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2013,18.55
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2014,18.34
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2015,18.43
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2016,17.68
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2017,17.80
GALICIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,2018,19.29
GALICIA,Educación de calidad,4.5.1.1,"Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2011,101.45
GALICIA,Educación de calidad,4.5.1.1,"Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,103.05
GALICIA,Educación de calidad,4.5.1.2,"Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,58.67
GALICIA,Educación de calidad,4.5.1.2_4.5.1.6,"Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,77.00
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2010,75.87
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2011,79.14
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2012,70.37
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2013,73.18
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2014,72.40
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2015,72.84
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2016,77.86
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2017,79.79
GALICIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2018,79.21
GALICIA,Educación de calidad,4.5.1.4,"Índices de paridad (entre cuartil de riqueza superior e inferior) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,59.65
GALICIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2010,111.01
GALICIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2011,113.13
GALICIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,2012,112.62
